"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jul 24 01:10:29 BDT 2022","Sun Jul 24 01:10:29 BDT 2022","24","Surefire suite","Surefire test","com.ecom.tests.TestLogin","com.ecom.tests.TestLogin","Test1","Test1","Test for true vs True"
